name*,version*,license*,vendor/community,end-of-support,dependencies,language
sntp,2.1.0,BSD-3-Clause,https://github.com/hueniverse/sntp,,,
socks-proxy-agent,2.1.1,MIT,https://github.com/TooTallNate/node-socks-proxy-agent,,,
socks,1.1.10,MIT,https://github.com/JoshGlazebrook/socks,,,
socks,1.1.9,MIT,https://github.com/JoshGlazebrook/socks,,,
source-map,0.6.1,BSD-3-Clause,https://github.com/mozilla/source-map,,,
split,1.0.1,MIT,https://github.com/dominictarr/split,,,
sprintf-js,1.0.3,BSD-3-Clause,https://github.com/alexei/sprintf.js,,,
sqlstring,2.3.0,MIT,https://github.com/mysqljs/sqlstring,,,
sqlstring,2.3.1,MIT,https://github.com/mysqljs/sqlstring,,,
sshpk,1.14.1,MIT,https://github.com/arekinath/node-sshpk,,,
standard-as-callback,1.0.1,MIT,https://github.com/luin/asCallback,,,
statuses,1.4.0,MIT,https://github.com/jshttp/statuses,,,
statuses,1.5.0,MIT,https://github.com/jshttp/statuses,,,
stealthy-require,1.1.1,ISC,https://github.com/analog-nico/stealthy-require,,,
streamroller,0.7.0,MIT,https://github.com/nomiddlename/streamroller,,,
string-width,2.1.1,MIT,https://github.com/sindresorhus/string-width,,,
string-width,3.1.0,MIT,https://github.com/sindresorhus/string-width,,,
string.prototype.trimend,1.0.1,MIT,https://github.com/es-shims/String.prototype.trimEnd,,,
string.prototype.trimstart,1.0.1,MIT,https://github.com/es-shims/String.prototype.trimStart,,,
string_decoder,0.10.31,MIT,https://github.com/rvagg/string_decoder,,,
string_decoder,1.0.3,MIT,https://github.com/rvagg/string_decoder,,,
string_decoder,1.1.1,MIT,https://github.com/nodejs/string_decoder,,,
stringstream,0.0.5,MIT,https://github.com/mhart/StringStream,,,
strip-ansi,3.0.1,MIT,https://github.com/chalk/strip-ansi,,,
strip-ansi,4.0.0,MIT,https://github.com/chalk/strip-ansi,,,
strip-ansi,5.2.0,MIT,https://github.com/chalk/strip-ansi,,,
strip-json-comments,2.0.1,MIT,https://github.com/sindresorhus/strip-json-comments,,,
supports-color,2.0.0,MIT,https://github.com/chalk/supports-color,,,
supports-color,5.5.0,MIT,https://github.com/chalk/supports-color,,,
supports-color,6.0.0,MIT,https://github.com/chalk/supports-color,,,
swagger-markdown,1.1.3,MIT,https://github.com/syroegkin/swagger-markdown,,,
through,2.3.8,MIT,https://github.com/dominictarr/through,,,
thunkify,2.1.2,MIT,https://github.com/visionmedia/node-thunkify,,,
timespan,2.3.0,MIT*,https://github.com/indexzero/TimeSpan.js,,,
to-regex-range,5.0.1,MIT,https://github.com/micromatch/to-regex-range,,,
tough-cookie,2.3.4,BSD-3-Clause,https://github.com/salesforce/tough-cookie,,,
truncate-utf8-bytes,1.0.2,WTFPL,https://github.com/parshap/truncate-utf8-bytes,,,
tsscmp,1.0.5,MIT,https://github.com/suryagh/tsscmp,,,
tunnel-agent,0.4.3,Apache-2.0,https://github.com/mikeal/tunnel-agent,,,
tunnel-agent,0.6.0,Apache-2.0,https://github.com/mikeal/tunnel-agent,,,
tweetnacl,0.14.5,Unlicense,https://github.com/dchest/tweetnacl-js,,,
type-check,0.3.2,MIT,https://github.com/gkz/type-check,,,
type-is,1.6.16,MIT,https://github.com/jshttp/type-is,,,
underscore,1.7.0,MIT,https://github.com/jashkenas/underscore,,,
unpipe,1.0.0,MIT,https://github.com/stream-utils/unpipe,,,
utf8-byte-length,1.0.4,WTFPL,https://github.com/parshap/utf8-byte-length,,,
util-deprecate,1.0.2,MIT,https://github.com/TooTallNate/util-deprecate,,,
util,0.10.3,MIT,https://github.com/defunctzombie/node-util,,,
utils-merge,1.0.1,MIT,https://github.com/jaredhanson/utils-merge,,,
uuid,3.2.1,MIT,https://github.com/kelektiv/node-uuid,,,
vary,1.1.2,MIT,https://github.com/jshttp/vary,,,
verror,1.10.0,MIT,https://github.com/davepacheco/node-verror,,,
when,3.7.8,MIT,https://github.com/cujojs/when,,,
which-module,2.0.0,ISC,https://github.com/nexdrew/which-module,,,
which,1.3.1,ISC,https://github.com/isaacs/node-which,,,
wide-align,1.1.3,ISC,https://github.com/iarna/wide-align,,,
wordwrap,1.0.0,MIT,https://github.com/substack/node-wordwrap,,,
wrap-ansi,5.1.0,MIT,https://github.com/chalk/wrap-ansi,,,
wrappy,1.0.2,ISC,https://github.com/npm/wrappy,,,
xregexp,2.0.0,MIT,https://github.com/slevithan/XRegExp,,,
xtend,4.0.1,MIT,https://github.com/Raynos/xtend,,,
y18n,4.0.0,ISC,https://github.com/yargs/y18n,,,
yallist,2.1.2,ISC,https://github.com/isaacs/yallist,,,
yargs-parser,13.1.2,ISC,https://github.com/yargs/yargs-parser,,,
yargs-unparser,1.6.0,MIT,https://github.com/yargs/yargs-unparser,,,
yargs,13.3.2,MIT,https://github.com/yargs/yargs,,,
